source,doi,arxiv_id,posted_date,title,abstract
medRxiv,10.1101/2020.01.30.20019877,NA,2020-02-02,Reconciling early-outbreak estimates of the basic reproductive number and its uncertainty: framework and applications to the novel coronavirus (SARS-CoV-2) outbreak,"<jats:p>A novel coronavirus (SARS-CoV-2) has recently emerged as a global threat. As the epidemic progresses, many disease modelers have focused on estimating the basic reproductive number Ro -- the average number of secondary cases caused by a primary case in an otherwise susceptible population. The modeling approaches and resulting estimates of Ro vary widely, despite relying on similar data sources. Here, we present a novel statistical framework for comparing and combining different estimates of Ro across a wide range of models by decomposing the basic reproductive number into three key quantities: the exponential growth rate $r$, the mean generation interval $\bar G$, and the generation-interval dispersion $\kappa$.
We then apply our framework to early estimates of Ro for the SARS-CoV-2 outbreak. We show that many early Ro estimates are overly confident. Our results emphasize the importance of propagating uncertainties in all components of Ro, including the shape of the generation-interval distribution, in efforts to estimate Ro at the outset of an epidemic.</jats:p>"
medRxiv,10.1101/2020.02.18.20024364,NA,2020-02-20,Reduction and Functional Exhaustion of T Cells in Patients with Coronavirus Disease 2019 (COVID-19),"<jats:p>BACKGROUND The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has posed great threat to human health, which has been declared a public health emergency of international concern (PHEIC) by the WHO. T cells play a critical role in antiviral immunity but their numbers and functional state in COVID-19 patients remain largely unclear.
METHODS We retrospectively reviewed the counts of total T cells, CD4+, CD8+ T cell subsets, and serum cytokine concentration from inpatient data of 522 patients with laboratory-confirmed COVID-19, admitted into two hospitals in Wuhan from December 2019 to January 2020, and 40 healthy controls, who came to the hospitals for routine physical examination. In addition, the expression of T cell exhaustion markers PD-1 and Tim-3 were measured by flow cytometry in the peripheral blood of 14 COVID-19 cases. 
RESULTS The number of total T cells, CD4+ and CD8+ T cells were dramatically reduced in COVID-19 patients, especially among elderly patients (≥60 years of age) and in patients requiring Intensive Care Unit (ICU) care. Counts of total T cells, CD8+T cells or CD4+T cells lower than 800/μL, 300/μL, or 400/μL, respectively, are negatively correlated with patient survival. Statistical analysis demonstrated that T cell numbers are negatively correlated to serum IL-6, IL-10 and TNF-α concentration, with patients in decline period showing reduced IL-6, IL-10 and TNF-α concentrations and restored T cell counts. Finally, T cells from COVID-19 patients have significantly higher levels of the exhausted marker PD-1 as compared to health controls. Moreover, increasing PD-1 and Tim-3 expression on T cells could be seen as patients progressed from prodromal to overtly symptomatic stages, further indicative of T cell exhaustion. 
CONCLUSIONS T cell counts are reduced significantly in COVID-19 patients, and the surviving T cells appear functionally exhausted. Non-ICU patients, with total T cells, CD8+T cells CD4+T cells counts lower than 800/μL, 300/μL, and 400/μL, respectively, may still require aggressive intervention even in the immediate absence of more severe symptoms due to a high risk for further deterioration in condition.</jats:p>"
medRxiv,10.1101/2020.03.16.20034470,NA,2020-03-20,Regaining perspective on SARS-CoV-2 molecular tracing and its implications,"<jats:p>During the past three months, a new coronavirus (SARS-CoV-2) epidemic has been growing exponentially, affecting over 100 thousand people worldwide, and causing enormous distress to economies and societies of affected countries. A plethora of analyses based on viral sequences has already been published, in scientific journals as well as through non-peer reviewed channels, to investigate SARS-CoV-2 genetic heterogeneity and spatiotemporal dissemination. We examined all full genome sequences currently available to assess the presence of sufficient information for reliable phylogenetic and phylogeographic studies. Our analysis clearly shows severe limitations in the present data, in light of which any finding should be considered, at the very best, preliminary and hypothesis-generating. Hence the need for avoiding stigmatization based on partial information, and for continuing concerted efforts to increase number and quality of the sequences required for robust tracing of the epidemic.</jats:p>"
medRxiv,10.1101/2020.03.11.20031096,NA,2020-03-16,Relationship between the ABO Blood Group and the COVID-19 Susceptibility,"<jats:p>The novel coronavirus disease-2019 (COVID-19) has been spreading around the world rapidly and declared as a pandemic by WHO. Here, we compared the ABO blood group distribution in 2,173 patients with COVID-19 confirmed by SARS-CoV-2 test from three hospitals in Wuhan and Shenzhen, China with that in normal people from the corresponding regions. The results showed that blood group A was associated with a higher risk for acquiring COVID-19 compared with non-A blood groups, whereas blood group O was associated with a lower risk for the infection compared with non-O blood groups. This is the first observation of an association between the ABO blood type and COVID-19. It should be emphasized, however, that this is an early study with limitations. It would be premature to use this study to guide clinical practice at this time, but it should encourage further investigation of the relationship between the ABO blood group and the COVID-19 susceptibility.</jats:p>"
medRxiv,10.1101/2020.03.24.20042796,NA,2020-03-27,Reproducibility and reporting practices in COVID-19 preprint manuscripts,"<jats:p>The novel coronavirus, COVID-19, has sparked an outflow of scientific research seeking to understand the virus, its spread, and best practices in prevention and treatment. If this international research effort is going to be as swift and effective as possible, it will need to rely on a principle of open science. When researchers share data, code, and software and generally make their work as transparent as possible, it allows other researchers to verify and expand upon their work. Furthermore, it allows public officials to make informed decisions. In this study, we analyzed 535 preprint articles related to COVID-19 for eight transparency criteria and recorded study location and funding information. We found that individual researchers have lined up to help during this crisis, quickly tackling important public health questions, often without funding or support from outside organizations. However, most authors could improve their data sharing and scientific reporting practices. The contrast between the commitment of researchers to doing important research and their reporting practices reveals underlying weaknesses in reporting habits, but not necessarily their science.</jats:p>"
medRxiv,10.1101/2020.03.18.20038448,NA,2020-03-20,Response and role of palliative care during the COVID-19 pandemic: a national telephone survey of hospices in Italy,"<jats:p>Background
Palliative care is an essential component of healthcare in pandemics, contributing to symptom control, psychological support, and supporting triage and complex decision making. 

Aim
To examine preparedness for, and impact of, the COVID-19 pandemic on hospices in Italy to inform the response in other countries.

Design
Cross-sectional telephone survey, carried out in March 2020.

Setting
Sixteen Italian hospices, purposively sampled according to COVID-19 risk into high (more than 25 COVID-19 cases per 100,000 inhabitants), medium (15-25 cases per 100,000), and low risk (fewer than 15 cases per 100,000) regions. A brief questionnaire was developed to guide the interviews. Descriptive analysis was undertaken.

Results
Seven high risk, five medium risk and four low risk hospices provided data. Two high risk hospices had experienced COVID-19 cases among both patients and staff. All hospices had implemented policy changes, and several had rapidly implemented changes in practice including transfer of staff from inpatient to community settings, change in admission criteria, and daily telephone support for families. Concerns included scarcity of personal protective equipment, a lack of hospice-specific guidance on COVID-19, anxiety about needing to care for children and other relatives, and poor integration of palliative care in the acute setting. 

Conclusion
The hospice sector is capable of responding flexibly and rapidly to the COVID-19 pandemic.
Governments must urgently recognise the essential contribution of hospice and palliative care to the COVID-19 pandemic, and ensure these services are integrated into the health care system response. Availability of personal protective equipment and setting-specific guidance is essential.</jats:p>"
medRxiv,10.1101/2020.03.03.20030437,NA,2020-03-06,Restoration of leukomonocyte counts is associated with viral clearance in COVID-19 hospitalized patients,"<jats:p>Background: Viral clearance is one important indicator for the recovery of SARS-CoV-2 infected patients. Suboptimal T and B cell responses can delay viral clearance in MERS and SARS patients. The role of leukomonocytes in viral clearance of COVID-19 patients is not yet well defined.Methods: From January 26 to February 28, 2020, an observational study was launched at Zhongnan Hospital of Wuhan University, Wuhan, China. We enrolled 25 laboratory-confirmed COVID-19 patients, whose throat-swab specimens were tested positive for SARS-CoV-2 infection by qRT-PCR. We comprehensively analyzed clinical records, counts of lymphocyte subsets including CD3+, CD4+, CD8+ T cells, B cells and NK cells in the patients who successfully cleared SARS-CoV-2, and compared to those that failed to, after a standardized treatment of 8-14 days. Findings: In 25 enrolled COVID-19 patients, lymphopeniawas a common feature. After the treatment, 14 patients were tested negative for SARS-CoV-2. The patients that cleared the infection had restored the numbers of CD3+, CD4+, CD8+ T cellsand B cells as compared to the still viral RNA positive patients, while the recovered patients had a higher count of leukomonocytes. Conclusions: By comparison of leukomonocytes counts in COVID-19 patients at different stages of the disease, we found that CD3+, CD4+, CD8+ T cells and B cells appear to play important roles in viral clearance. The restoration of leukomonocytes counts from peripheral blood can be used as prognosis for the recovery of an COVID-19 infection. We propose that restoration of leukomonocytes counts can be added to the COVID-19 diagnostic guidanceas a criterion for releasing and discharging patients.</jats:p>"
medRxiv,10.1101/2020.03.09.20033068,NA,2020-03-12,Retrospective Analysis of Clinical Features in 101 Death Cases with COVID-19,"<jats:p>Background The illness progress of partial patient of COVID-19 is rapid and the mortality rate is high.we aim to describe the clinical features in death cases with COVID-19.
Methods In this single center, observational study, We recruited all Death Cases with COVID-19 from Dec 30, 2019 to Feb 16, 2020 in Intensive care unit of Wuhan Jinyintan Hospital.Demographics, basic diseases, X-ray/CT results, possible therapy strategies and test results when their entrance into admission, ICU and 48 h before death were collected and analyzed.
Results This study involved 101 COVID-19 dead cases in Intensive care unit of Wuhan Jinyintan Hospital.47 patients went directly to the ICU because of critical condition, and 54 patients were transferred to ICU with aggravated condition.57 (56.44%) were laboratory confirmed by RT-PCR, and 44 (43.6%) were consistent with clinical diagnostic criteria.The cases included 64 males and 37 females with average age of 65.46 years (SD 9.74). The blood type distribution was significantly different, with type A 44.44%, type B 29.29%, type AB 8.08% and type O 18.19%.The clinical manifestations of new coronavirus pneumonia are non-specific,the common symptom was fever (91 [90.10%] of 101 patients),Cough (69[68.32%]) and dyspnea (75[74.26%]). Neutrophils, PCT, CRP,IL-6,D-dimer gradually increased as time went on.Myocardial enzymes were abnormal in most patients at admission,with the progress of the disease, myocardial damage indicators were significantly increased.61(60.40%) used antiviral drugs,59(58.42%) used glucocorticoids, 63.37% used intravenous immunoglobulins, and 44.55% used thymosin preparations. All patients received antibiotic treatment, 63(62.38%) used restricted antibiotics, 23(22.78%) used antifungal drugs.84(83.17%) used non-invasive ventilator or high-flow oxygen therapy equipment, and 76.24% used invasive mechanical ventilation. 7 patients were treated with ECMO and 8 patients were treated with CRRT.The median time from ARDS to invasive mechanical ventilation was 3.00 days(IQR 0.00-6.00). The duration of invasive mechanical ventilation was 5 days (IQR2.00-8.00).
Conclusions Critical COVID-19 can cause fatal respiratory distress syndrome and multiple organ failure with high mortality rate. Heart may be the earliest damaged organ except the lungs. Secondary infection in the later period is worthy of attention.</jats:p>"
medRxiv,10.1101/2020.03.10.20032995,NA,2020-03-12,"Revealing the influence of national public health policies for the outbreak of the SARS-CoV-2 epidemic in Wuhan, China through status dynamic modeling","<jats:p>Background The epidemic caused by SARS-CoV-2 was first reported in Wuhan, China, and now is spreading worldwide. The Chinese government responded to this epidemic with multiple public health policies including locking down the city of Wuhan, establishing multiple temporary hospitals, and prohibiting public gathering events. Here, we constructed a new real-time status dynamic model of SEIO (MH) to reveal the influence of national public health policies and to model the epidemic in Wuhan. 

Methods A real-time status dynamic model was proposed to model the population of Wuhan in status Susceptible (S), Exposed (E), Infected with symptoms (I), with Medical care (M), and Out of the system (O) daily. Model parameters were fitted according to the daily report of new infections from Jan. 27th, 2020 to Feb. 2nd, 2020. Using the fitted parameters, the epidemic under different conditions was simulated and compared with the current situation. 

Finding According to our study, the first patient is most likely appeared on Nov. 29th, 2019. There had already been 4,153 infected people and 6,536 exposed ones with the basic reproduction number R_0 of 2.65 before lockdown, whereas R_0 dropped to 1.98 for the first 30 days after the lockdown. The peak point is Feb. 17th, 2020 with 24,115 infected people and the end point is Jun. 17th, 2020. In total, 77,453 people will be infected. If lockdown imposed 7 days earlier, the total number of infected people would be 21,508, while delaying the lockdown by 1-6 days would expand the infection scale 1.23 to 4.94 times. A delay for 7 days would make the epidemic finally out of control. Doubling the number of beds in hospitals would decrease the total infections by 28%, and further investment in bed numbers would yield a diminishing return. Last, public gathering events that increased the transmission parameter by 5% in one single day would increase 4,243 infected people eventually. 

Interpretation Our model forecasted that the peak time in Wuhan was Feb. 17th, 2020 and the epidemic in Wuhan is now under control. The outbreak of SARS-CoV-2 is currently a global public health threat for all nations. Multiple countries including South Korea, Japan, Iran, Italy, and the United States are suffering from SARS-CoV-2. Our study, which simulated the epidemic in Wuhan, the first city in the world fighting against SARS-CoV-2, may provide useful guidance for other countries in dealing with similar situations.</jats:p>"
medRxiv,10.1101/2020.03.17.20037796,NA,2020-03-20,Reverse transcription loop-mediated isothermal amplification combined with nanoparticles-based biosensor for diagnosis of COVID-19,"<jats:p>Given the scale and rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, known as 2019-nCov) infection (COVID-19), the ongoing global SARS-CoV-2 outbreak has become a huge public health issue. Rapid and precise diagnostic methods are thus immediately needed for diagnosing COVID-19, providing timely treatment and facilitating infection control. A one-step reverse transcription loop-mediated isothermal amplification (RT-LAMP) coupled with nanoparticles-based biosensor (NBS) assay (RT-LAMP-NBS) was successfully established for rapidly and accurately diagnosing COVID-19. A simple equipment (such as heating block) was required for maintaining a constant temperature (63 C) for only 40 min. Using two designed LAMP primer sets, F1ab (opening reading frame 1a/b) and np (nucleoprotein) genes of SARS-CoV-2 were simultaneously amplified and detected in a one-step and single-tube reaction, and the detection results were easily interpreted by NBS. The sensitivity of SARS-CoV-2 RT-LAMP-NBS was 12 copies (each of detection target) per reaction, and no cross-reactivity was generated from non-SARS-CoV-2 templates. Among clinically diagnosed COVID-19 patients, the analytical sensitivity of SARS-CoV-2 was 100% (33/33) in the oropharynx swab samples, and the assay's specificity was also 100% (96/96) when analyzed the clinical samples collected from non-COVID-19 patients. The total diagnosis test from sample collection to result interpretation only takes approximately 1 h. In sum, the RT-LAMP-NBS is a promising tool for diagnosing the current SARS-CoV-2 infection in first line field, public health and clinical laboratories, especially for resource-challenged regions.</jats:p>"
medRxiv,10.1101/2020.02.04.20020503,NA,2020-02-05,Risk assessment of novel coronavirus COVID-19 outbreaks outside China,"<jats:p>We developed a computational tool to assess the risk of novel coronavirus outbreaks outside China. We estimate the dependence of the risk of a major outbreak in a country from imported cases on key parameters such as: 
(i) the evolution of the cumulative number of cases in mainland China outside the closed areas;
(ii) the connectivity of the destination country with China, including baseline travel frequencies, the effect of travel restrictions,  and the efficacy of entry screening at destination;
(iii) the efficacy of control measures in the destination country (expressed by the local reproduction number Rloc). We found that in countries with low connectivity to China but with relatively high Rloc, the most beneficial control measure to reduce the risk of outbreaks is a further reduction in their importation number either by entry screening or travel restrictions. Countries with high connectivity but low Rloc benefit the most from policies that further reduce Rloc. Countries in the middle should consider a combination of such policies. Risk assessments were illustrated for selected groups of countries from America, Asia and Europe, and we investigated how their risks depend on those parameters, and how the risk is increasing in time as the number of cases in China is growing.</jats:p>"
medRxiv,10.1101/2020.03.01.20029629,NA,2020-03-06,Risk estimation and prediction by modeling the transmission of the novel coronavirus (COVID-19) in mainland China excluding Hubei province,"<jats:p>Background: In December 2019, an outbreak of novel coronavirus disease
(COVID-19) emerged in Wuhan, China and has swiftly spread to other parts of China and a number of oversea countries. Our aim is to evaluate the effectiveness of the evolution of interventions and self-protection measures, estimate the risk of partial lifting control measures and predict the epidemic trend of the virus in mainland China excluding Hubei province based on the published data and a novel mathematical model.
Methods: A novel COVID-19 transmission dynamic model incorporating the intervention measures implemented in China is proposed. We parameterize the model by using the Markov Chain Monte Carlo (MCMC) method and estimate the control reproduction number Rc, as well as the effective daily reproduction ratio Re(t), of the disease transmission in mainland China excluding Hubei province.
Results: The estimation outcomes indicate that the control reproduction number is 3.36 (95% CI 3.20-3.64) and Re(t) has dropped below 1 since January 31st, 2020, which implies that the containment strategies implemented by the Chinese government in mainland China excluding Hubei province are indeed effective and magnificently suppressed COVID-19 transmission. Moreover, our results show that relieving personal protection too early may lead to the spread of disease for a longer time and more people would be infected, and may even cause epidemic or outbreak again. By calculating the effective reproduction ratio, we proved that the contact rate should be kept at least less than 30% of the normal level by April, 2020.
Conclusions: To ensure the epidemic ending rapidly, it is necessary to maintain the current integrated restrict interventions and self-protection measures, including travel restriction, quarantine of entry, contact tracing followed by quarantine and isolation and reduction of contact, like wearing masks, etc. People should be fully aware of the real-time epidemic situation and keep sufficient personal protection until April. If all the above conditions are met, the outbreak is expected to be ended by April in mainland China apart from Hubei province.</jats:p>"
medRxiv,10.1101/2020.03.25.20037721,NA,2020-03-26,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China","<jats:p>Background
With evidence of sustained transmission in more than 190 countries, coronavirus disease 2019
(COVID-19) has been declared a global pandemic. As such, data are urgently needed about risk
factors associated with clinical outcomes.
Methods
A retrospective chart review of 323 hospitalized patients with COVID-19 in Wuhan was
conducted. Patients were classified into three disease severity groups (non-severe, severe, and
critical), based on their initial clinical presentation. Clinical outcomes were designated as
favorable and unfavorable, based on disease progression and response to treatments. Logistic
regression models were performed to identify factors associated with clinical outcomes, and logrank
test was conducted for the association with clinical progression.
Results
Current standard treatments did not show significant improvement on patient outcomes in the
study. By univariate logistic regression model, 27 risk factors were significantly associated with
clinical outcomes. Further, multivariate regression indicated that age over 65 years, smoking,
critical disease status, diabetes, high hypersensitive troponin I (&gt;0.04 pg/mL), leukocytosis (&gt;10 x 109/L) and neutrophilia (&gt;75 x 109/L) predicted unfavorable clinical outcomes. By contrast, the use of hypnotics was significantly associated with favorable outcomes. Survival analysis also confirmed that patients receiving hypnotics had significantly better survival.
Conclusions
To our knowledge, this is the first indication that hypnotics could be an effective ancillary
treatment for COVID-19. We also found that novel risk factors, such as higher hypersensitive
troponin I, predicted poor clinical outcomes. Overall, our study provides useful data to guide
early clinical decision making to reduce mortality and improve clinical outcomes of COVID-19.</jats:p>"
medRxiv,10.1101/2020.02.28.20028514,NA,2020-03-03,Risk factors related to hepatic injury in patients with corona virus disease 2019,"<jats:p>Aims: Corona virus disease 2019 (COVID-19) has rapidly become the most severe public health issue all over the world. Despite respiratory symptoms, hepatic injury has also been observed in clinical settings. This study aimed to investigate the risk factors involved with hepatic injury in the patients with COVID-19.
Methods: A total of 85 hospitalized patients who were diagnosed with COVID-19 in Beijing Youan Hospital were retrospectively analyzed. According to liver function, they were divided into ALT normal group (n=52) and ALT elevation group (n=33). Clinical features and laboratory data were compared between the two groups. The independent risk factors for liver injury were analyzed.
Results: There were 33 patients with hepatic injury in our study, accounting for 38.8% (33/85). The patients in ALT elevation group were older than those in ALT normal group. The levels of lactic acid, CRP, myoglobin, and neutrophils were significantly higher in ALT elevation group. The lymphocytes and albumin were significantly lower in ALT elevation group. The proportion of severe and critical patients in ALT elevation group was significantly higher. Multivariate logistic regression analysis showed CRP ≥20 mg/L and lymphocyte count&lt; 1.1*10^9/L were independently related to hepatic injury.
Conclusions: Lymphopenia and CRP may serve as the risk factors related to hepatic injury in patients with COVID-19, which might be related to inflammatory cytokine storm in liver injury. Early detection and timely treatment of hepatic injury in patients with COVID-19 are necessary.</jats:p>"
medRxiv,10.1101/2020.01.28.20019299,NA,2020-01-30,Risk for Transportation of 2019 Novel Coronavirus (COVID-19) from Wuhan to Cities in China,"<jats:p>On January 23, 2020, China quarantined Wuhan to contain an emerging coronavirus (COVID-19). We estimated the probability of transportation of COVID-19 from Wuhan to 369 cities in China before the quarantine. The expected risk is &gt;50% in 130 (95% CI 89-190) cities and &gt;99% in the 4 largest metropolitan areas of China.</jats:p>"
medRxiv,10.1101/2020.02.16.20023838,NA,2020-02-18,Risk map of the novel coronavirus (2019-nCoV) in China: proportionate control is needed,"<jats:p>Background
China is running a national level antivirus campaign against the novel coronavirus (2019-nCoV). Strict control measures are being enforced in either the populated areas and remote regions. While the virus is closed to be under control, tremendous economic loss has been caused.
Methods and findings
We assessed the pandemic risk of 2019-nCoV for all cities/regions in China using the random forest algorithm, taking into account the effect of five factors: the accumulative and increased numbers of confirmed cases, total population, population density, and GDP. We defined four levels of the risk, corresponding to the four response levels to public health emergencies in China. The classification system has good consistency among cities in China, as the error rate of the confusion matrix is 1.58%.
Conclusions
The pandemic risk of 2019-nCoV is dramatically different among the 442 cities/regions. We recommend to adopt proportionate control policy according to the risk level to reduce unnecessary economic loss.</jats:p>"
medRxiv,10.1101/2020.03.19.20039164,NA,2020-03-23,"Role of meteorological temperature and relative humidity in the January-February 2020 propagation of 2019-nCoV in Wuhan, China","<jats:p>Identified in December 2019, the 2019-nCoV emerged in Wuhan, China, and its spread increased rapidly, with cases arising across Mainland China and several other countries. By January 2020, the potential risks imposed by 2019-nCoV in human health and economical activity were promptly highlighted. Considerable efforts have been devoted for understanding the transmission mechanisms aimed to pursue public policies oriented to mitigate the number of infected and deaths. An important question requiring some attention is the role of meteorological variables (e.g., temperature and humidity) in the 2019-nCoV transmission. Correlations between meteorological temperature and relative humidity with the number of daily confirmed cases were explored in this work for the epicenter city of Wuhan, China for the period from 29 January to March 6, 2020. Long-term trend of temperature and relative humidity was obtained with a 14-days adjacent-averaging filter, and lagged correlations of the number of daily confirmed cases were explored. The analysis showed negative correlations between temperatures with the number of daily confirmed cases. Maximum correlations were found for 6-day lagged temperatures, which is likely reflecting the incubation period of the virus. It was postulated that the indoor crowding effect is responsible of the high incidence of 2019-nCoV cases, where low absolute humidity and close human contact facilitate the transport of aerosol droplets.</jats:p>"
medRxiv,10.1101/2020.03.05.20031872,NA,2020-03-08,Role of temperature and humidity in the modulation of the doubling time of COVID-19 cases,"<jats:p>COVID-19 is having a great impact on public health, mortality and economy worldwide, in spite of the efforts to prevent its epidemy. The SARS-CoV-2 genome is different from that of MERS-CoV and SARS-CoV, although also expected to spread differently according to meteorological conditions. Our main goal is to investigate the role of some meteorological variables on the expansion of this outbreak.
In this study, an exponential model relating the number of accumulated confirmed cases and time was considered. The rate of COVID-19 spread, using as criterion the doubling time of the number of confirmed cases, was used as dependent variable in a linear model that took four independent meteorological variables: temperature, humidity, precipitation and wind speed. Only China cases were considered, to control both cultural aspects and containment policies. Confirmed cases and the 4 meteorological variables were gathered between January 23 and March 1 (39 days) for the 31 provinces of Mainland China. Several periods of time were sampled for each province, obtaining more than one value for the rate of disease progression. Two different periods of time were tested, of 12 and 15 days, along with 3 and 5 different starting points in time, randomly chosen. The median value for each meteorological variable was computed, using the same time period; models with adjusted R square above 0.75 were selected. The rate of progression and doubling time were computed and used to fit a linear regression model. Models were evaluated using alpha=0.05.
Results indicate that the doubling time correlates positively with temperature and inversely with humidity, suggesting that a decrease in the rate of progression of COVID-19 with the arrival of spring and summer in the north hemisphere. A 20oC increase is expected to delay the doubling time in 1.8 days. Those variables explain 18% of the variation in disease doubling time; the remaining 82% may be related to containment measures, general health policies, population density, transportation or cultural aspects.</jats:p>"
medRxiv,10.1101/2020.03.16.20037168,NA,2020-03-20,Roles of meteorological conditions in COVID-19 transmission on a worldwide scale,"<jats:p>The novel coronavirus (SARS-CoV-2/ 2019-nCoV) identified in Wuhan, China, in December 2019 has caused great damage to public health and economy worldwide with over 140,000 infected cases up to date. Previous research has suggested an involvement of meteorological conditions in the spread of droplet-mediated viral diseases, such as influenza. However, as for the recent novel coronavirus, few studies have discussed systematically about the role of daily weather in the epidemic transmission of the virus. Here, we examine the relationships of meteorological variables with the severity of the outbreak on a worldwide scale. The confirmed case counts, which indicates the severity of COVID-19 spread, and four meteorological variables, i.e., air temperature, relative humidity, wind speed, and visibility, were collected daily between January 20 and March 11 (52 days) for 430 cities and districts all over China, 21 cities/ provinces in Italy, 21 cities/ provinces in Japan, and 51 other countries around the world. Four different time delays of weather (on the day, 3 days ago, 7 days ago, and 14 days ago) as to the epidemic situation were taken for modeling and we finally chose the weather two weeks ago to model against the daily epidemic situation as its correlated with the outbreak best. Taken Chinese cities as a discovery dataset, it was suggested that temperature, wind speed, and relative humidity combined together could best predict the epidemic situation. The meteorological model could well predict the outbreak around the world with a high correlation (r<jats:sup>2</jats:sup>&gt;0.6) with the real data. Using this model, we further predicted the possible epidemic situation in the future 12 days in several high-latitude cities with potential outbreak. This model could provide more information for government's future decisions on COVID-19 outbreak control.</jats:p>"
medRxiv,10.1101/2020.03.15.20036392,NA,2020-03-18,Routes for COVID-19 importation in Brazil,"<jats:p>The global outbreak caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) has been declared a pandemic by the WHO. As the number of imported SARS-CoV-2 cases is on the rise in Brazil, we use incidence and historical air travel data to estimate the most important routes of importation into the country.</jats:p>"
medRxiv,10.1101/2020.02.19.20025288,NA,2020-02-23,"SARS-CoV-2 infection does not significantly cause acute renal injury: an analysis of 116 hospitalized patients with COVID-19 in a single hospital, Wuhan, China","<jats:p>Summary

Background Whether the patients with COVID-19 infected by SARS-CoV-2 would commonly develop acute renal function damage is a problem worthy of clinical attention. This study aimed to explore the effects of SARS-CoV-2 infection on renal function through analyzing the clinical data of 116 hospitalized COVID-19-confirmed patients.

Methods 116 hospitalized COVID-19-confirmed patients enrolled in this study were hospitalized in the Department of Infectious Diseases, Renmin Hospital of Wuhan University from January 14 to February 13, 2020. The recorded information includes demographic data, medical history, contact history, potential comorbidities, symptoms, signs, laboratory test results, chest computer tomography (CT) scans, and treatment measures. SARS-CoV-2 RNA in 53 urine sediments of enrolled patients was examined by real-time RT-PCR.

Findings 12 (10.8%) and 8 (7.2%) patients showed mild elevation of blood urea nitrogen or creatinine, and trace or 1+ albuminuria respectively in 111 COVID-19-confirmed patients without basic kidney disease. In addition, 5 patients with chronic renal failure (CRF) were undergone regular continuous renal replacement therapy (CRRT) were confirmed infection of SARS-CoV-2, and diagnosed as COVID-19. Beside the treatment of COVID-19, CRRT was also applied three times weekly. The course of treatment, the renal function indicators showed stable, without exacerbation of CRF, and pulmonary inflammation was gradually absorbed. All 5 patients with CRF were survived. Moreover, SARS-CoV-2 RNA in urine sediments was positive only in 3 patients from 48 cases without renal illness before, and one patient had a positive for SARS-CoV-2 ORF 1ab from 5 cases with CRF.

Interpretation Acute renal impairment was uncommon in COVID-19. SARS-CoV-2 infection does not significantly cause obvious acute renal injury, or aggravate CRF in the COVID-19 patients.</jats:p>"
medRxiv,10.1101/2020.03.23.20041913,NA,2020-03-27,SARS-CoV-2 infection in 86 healthcare workers in two Dutch hospitals in March 2020,"<jats:p>COVID-19 is spreading rapidly over the world. On February 27, 2020, the first patient with COVID-19 was reported in the Netherlands, linked to a trip to Northern Italy. In the following weeks, we identified nine Health Care Workers (HCW) of whom eight had no epidemiological link to countries with a high incidence of COVID-19 at that time. This suggested local spread of SARS-CoV-2 in the community and prompted a low-threshold screening in HCWs.
Screening was performed in two large teaching hospitals in the southern part of the Netherlands. HCWs who suffered from fever or mild respiratory symptoms were tested for SARS-CoV-2 by RT-PCR on oropharyngeal samples. Structured interviews were conducted to document symptoms.
Eighty-six (6.4%) out of 1,353 HCWs were infected with SARS-Cov-2. The median age was 49 years and 15 (17.4%) were male. Most suffered from relatively mild disease. Only 46 (53.5%) HCWs had fever during the course of illness. Seventy-nine (91.9%) HCWs met a case definition of fever and/or coughing and/or shortness of breath. The majority (n=54, 62.8%) reported to have worked while being symptomatic. 
Within one week after the first case was reported, a substantial proportion of HCWs with fever or respiratory symptoms were proven to be infected with SARS-Cov-2. This observation suggests that there is a relatively high prevalence of mild clinical presentations that may go undetected. The spectrum of symptoms present in HCWs with COVID-19, frequently not including fever, asks for less stringent use of the currently recommended case-definition for suspected COVID-19.</jats:p>"
medRxiv,10.1101/2020.03.18.20038059,NA,2020-03-20,SARS-CoV-2 specific antibody responses in COVID-19 patients,"<jats:p>A new coronavirus, SARS-CoV-2, has recently emerged to cause a human pandemic. Whereas molecular diagnostic tests were rapidly developed, serologic assays are still lacking, yet urgently needed. Validated serologic assays are important for contact tracing, identifying the viral reservoir and epidemiological studies. Here, we developed serological assays for the detection of SARS-CoV-2 neutralizing, spike- and nucleocapsid-specific antibodies. Using serum samples from patients with PCR-confirmed infections of SARS-CoV-2, other coronaviruses, or other respiratory pathogenic infections, we validated and tested various antigens in different in-house and commercial ELISAs. We demonstrate that most PCR-confirmed SARS-CoV-2 infected individuals seroconverted, as revealed by sensitive and specific in-house ELISAs. We found that commercial S1 IgG or IgA ELISAs were of lower specificity while sensitivity varied between the two, with IgA showing higher sensitivity. Overall, the validated assays described here can be instrumental for the detection of SARS-CoV-2-specific antibodies for diagnostic, seroepidemiological and vaccine evaluation studies.</jats:p>"
