source,doi,posted_date,title,abstract
ResearchGate,10.13140/rg.2.2.34290.04806,2020-03-22,Global Market's Diagnosis on Coronavirus : A Tug of War between Hope and Fear,NA
ResearchGate,10.13140/rg.2.2.23980.41603,2020-04-10,Globalization and Outbreak of COVID-19: An Empirical Analysis,NA
ResearchGate,10.13140/rg.2.2.29014.40006,2020-03-25,Globalization and Pandemics: The Case of COVID-19 Corresponding,NA
ResearchGate,10.13140/rg.2.2.30633.13926,2020-03-20,Glycyrrhizin and Coronaviruses,NA
ResearchGate,10.13140/rg.2.2.17269.52969,2020-04-10,Google It Up! A Google Trend-based Analysis of COVID-19 Outbreak in Iran,NA
ResearchGate,10.13140/rg.2.2.36813.18402,2020-03-26,Government Response and COVID 19,NA
ResearchGate,10.13140/rg.2.2.23801.01128,2020-04-01,Guía-Protocolo COVID-19 SMME 2020,NA
ResearchGate,10.13140/rg.2.2.23152.20489,2020-03-31,Guidelines for Dental Care Provision During The COVID-19 Pandemic,NA
ResearchGate,10.13140/rg.2.2.31527.70560,2020-03-29,Handling of remains and wastes of COVID -19 patients: Suggesting guidelines with an Indian perspective,NA
ResearchGate,10.13140/rg.2.2.17496.44803,2020-04-04,Haplogeography of COVID-19: A hypothesis,NA
ResearchGate,10.13140/rg.2.2.26588.74880,2020-04-11,Hidroxicloroquina como tratamiento propuesto para el COVID-19.,NA
ResearchGate,10.13140/rg.2.2.28639.20646,2020-02-28,"High-dose intravenous vitamin C treatment for COVID-19 (a mechanistic approach) Erol Project Development House for the disorders of energy metabolism Silivri-Istanbul, Turkey",NA
ResearchGate,10.13140/rg.2.2.36592.40962,2020-02-01,"History is repeating itself, a probable zoonotic spillover as a cause of an epidemic: the case of 2019 novel Coronavirus",NA
ResearchGate,10.13140/rg.2.2.15576.65281/1,2020-02-18,"How A Massive Contagious Infectious Diseases Can Affect Tourism, International Trade, Air Transportation, and Electricity Consumption? The Case of 2019 novel coronavirus (2019-nCoV) in China",NA
ResearchGate,10.13140/rg.2.2.15560.26885,2020-02-06,"How A Massive Infectious and Contagious Diseases Can Affect Tourism, International Trade, and Electricity Consumption Behavior: The Case of Coronavirus in China",NA
ResearchGate,10.13140/rg.2.2.12999.04002,2020-03-13,How Big is the Impact of COVID-19 (and Social Unrest) on the Number of Passengers of the Hong Kong International Airport?,NA
ResearchGate,10.13140/rg.2.2.11331.96804,2020-04-11,How can the COVID-19 pandemic help higher education?,NA
ResearchGate,10.13140/rg.2.2.32072.06402,2020-02-24,How can we estimate the dangers of the coronavirus epidemic in Europe?,NA
ResearchGate,10.13140/rg.2.2.29474.79040,2020-03-17,How music change your perception © Find coronaviruses!,NA
ResearchGate,10.13140/rg.2.2.35764.60807,2020-03-26,How to save yourself from Coronavirus: Islamic perspective,NA
ResearchGate,10.13140/rg.2.2.32519.75680,2020-04-06,Hypothesis for the control of COVID-19 acute lung injury with Glucagon like peptide-1 (GLP1),NA
ResearchGate,10.13140/rg.2.2.13997.23525,2020-02-20,"Hypothesis on Training the Immune System An alternative approach to counter COVID-19 or 2019-nCOV, MERS, SARS, Influenza-A&amp;B, Ebola",NA
ResearchGate,10.13140/rg.2.2.16569.11368,2020-03-22,Hypothesis: Immunotherapy by Selective Convalescent Blood Engineering to stifle diseases like COVID-19,NA
ResearchGate,10.13140/rg.2.2.23259.52008,2020-04-12,Identify the differences between allergies chronic sinus or seasonal symptoms and COVID-19?,NA
ResearchGate,10.13140/rg.2.2.21811.99366,2020-03-21,Immune system and COVID-19,NA
ResearchGate,10.13140/rg.2.2.32001.20323,2020-03-04,Impact of Coronavirus (COVID-19) &amp; Development (DoD) in China,NA
ResearchGate,10.13140/rg.2.2.21358.97605,2020-04-10,IMPACTS OF SARS-COV-2 ON BRAZILIAN AGRIBUSINESS,NA
ResearchGate,10.13140/rg.2.2.25625.36962,2020-04-05,"Implementación de un Modelo epidemiológico tipo SEIR para covid-19 en La Paz, Baja California Sur.",NA
ResearchGate,10.13140/rg.2.2.11424.53763,2020-03-24,Imposing lockdown in Indonesia: How long will it take to achieve resistance to SARS-CoV-2 in Indonesia?,NA
ResearchGate,10.13140/rg.2.2.11410.61129,2020-04-12,Improving Coronavirus (COVID-19) Diagnosis using Deep Transfer Learning,NA
ResearchGate,10.13140/rg.2.2.28043.64801,2020-04-08,Improving COVID-19 Testing Efficiency using Guided Agglomerative Sampling,NA
ResearchGate,10.13140/rg.2.2.35050.26564/1,2020-03-24,Inactivation of coronaviruses by heat,NA
ResearchGate,10.13140/rg.2.2.21601.45926,2020-04-07,Increased Risk of Suicide Due to Economic and Social Impacts of Social Distancing Measures to Address the Covid-19 Pandemic: A Forecast,NA
ResearchGate,10.13140/rg.2.2.15400.93446,2020-02-27,Infection Dynamics of Coronavirus Disease 2019 (Covid-19) Modeled with the Integration of the Eyring’s Rate Process Theory and Free Volume Concept,NA
ResearchGate,10.13140/rg.2.2.12911.38560,2020-04-06,Inhibitory effect of formoterol on coronaviruses,NA
ResearchGate,10.13140/rg.2.2.27198.23365,2020-04-04,Initial Evidence That the COVID-19 Pandemic May Be Weakening,NA
ResearchGate,10.13140/rg.2.2.36718.15681,2020-03-29,Interleukin-6 Use in COVID-19 Pneumonia Related Macrophage Activation Syndrome,NA
ResearchGate,10.13140/rg.2.2.10854.37440,2020-03-21,INTRODUCTION TO MINDFULNESS ACTIVITIES DURING COVID OUTBREAK,NA
ResearchGate,10.13140/rg.2.2.28731.77605/1,2020-04-07,"Investigating COVID-19: Quantifying recurring methodological problems in the study of infectious disease, introduction",NA
ResearchGate,10.13140/rg.2.2.15801.52329,2020-04-10,"Investigating COVID-19: Quantifying recurring methodological problems in the study of infectious disease, part 1",NA
ResearchGate,10.13140/rg.2.2.18427.05928,2020-04-01,Investigating the dark figure of COVID-19 cases in Austria: Borrowing from the deCODE Genetics study in Iceland,NA
ResearchGate,10.13140/rg.2.2.17295.74407,2020-04-09,Is COVID-19 an endothelial disease? Clinical and basic evidence,NA
ResearchGate,10.13140/rg.2.2.26900.86401,2020-03-30,Is COVID-19 triggering a new emerging-market crisis? | Bruegel,NA
ResearchGate,10.13140/rg.2.2.29255.24485/3,2020-03-11,Is Globalization Responsible of the Wuhan-COVID-19 Worldwide Crisis?,NA
ResearchGate,10.13140/rg.2.2.16133.29920,2020-04-03,Is reporting many cases of COVID-19 in Iran due to strength or weakness of Iran's health system?,NA
ResearchGate,10.13140/rg.2.2.32198.63040,2020-04-11,Is Rural America Ready for COVID,NA
ResearchGate,10.13140/rg.2.2.20238.31043,2020-04-07,"Is the ""respiratory stimulant, Acetazolamide"" add-on therapy suitable to relieve mild respiratory insufficiency in stable COVID-19 out/inpatients? (Short Commentary)",NA
ResearchGate,10.13140/rg.2.2.36262.68166,2020-03-26,Is the weakening geomagnetic field and coupled mantle upwelling driving the coronavirus disease pandemic: The unrecognized role of lithospheric long-wavelength magnetic field in mediating magnetic catalysis of pathogenic viruses from endogenous viruses,NA
ResearchGate,10.13140/rg.2.2.16280.75520,2020-03-23,Kommentar zur Effektivität des Kontaktverbots im Zuge der Covid-19 Pandemie (Corona),NA
ResearchGate,10.13140/rg.2.2.25337.01122,2020-04-06,"Konsep Probabilitas untuk Memodelkan Resolusi Antara Ikhtiar, Tawakal, dan Doa dalam Menghadapi Wabah Covid19",NA
ResearchGate,10.13140/rg.2.2.22781.10726,2020-04-08,Koorts &amp; COVID-19-Complicaties,NA
ResearchGate,10.13140/rg.2.2.20494.72008,2020-03-23,Krakow Students In The Situation of The Coronavirus (COVID-2019) Pandemic Threat,NA
ResearchGate,10.13140/rg.2.2.16430.66884,2020-04-10,Kraków youth in the conditions of the COVID-19 quarantine,NA
ResearchGate,10.13140/rg.2.2.18390.19528,2020-04-04,La biojurídica y la pandemia COVID-19 reflexiones a partir de la bioética.2 (En proceso de publicación),NA
ResearchGate,10.13140/rg.2.2.24930.68806,2020-04-08,La protección farmacológica del daño cardíaco no justifica la suspensión al padecer el paciente COVID-19,NA
ResearchGate,10.13140/rg.2.2.12666.44485,2020-03-31,La viralidad de la ciencia defectuosa: el contagioso impacto mediático de un preprint en bioRxiv sobre el coronavirus y sus efectos en la comunicación científica,NA
ResearchGate,10.13140/rg.2.2.17656.19209,2020-04-05,Langkah-langkah Perlindungan Dasar Terhadap Coronavirus baru (Covid-19),NA
ResearchGate,10.13140/rg.2.2.19564.10884,2020-03-26,Large-scale ligand-based virtual screening for SARS-CoV-2 inhibitors using deep neural networks,NA
ResearchGate,10.13140/rg.2.2.26687.87200,2020-03-21,LE CONFINEMENT DE L'EMPEREUR COVID IXX : HEURS ET MALHEURS DU CONFINEMENT ANTI-CORONA SOUS L'OPTIQUE DE LA PSYCHOLOGIE ET DE L'ECONOMIE COMPORTEMENTALE,NA
ResearchGate,10.13140/rg.2.2.36366.72003,2020-04-12,Least square models with structural breaks for price-demand relationship of prevention commodities of COVID-19 disease,NA
ResearchGate,10.13140/rg.2.2.16164.42886,2020-03-09,Lengthening COVID-19 transmission path length: collective effect of individuals taking precautions,NA
ResearchGate,10.13140/rg.2.2.36818.91848,2020-04-06,Linear regression: Predicting the total number of deaths from Coronavirus infection in a country.,NA
ResearchGate,10.13140/rg.2.2.22509.95202,2020-03-29,Logistic function and complementary Fermi function for simple modelling of the COVID-19 pandemic: tutorial notes,NA
ResearchGate,10.13140/rg.2.2.36202.88007,2020-04-08,"Long-term predictions for COVID-19 pandemic dynamics in Ukraine, Austria and Italy",NA
ResearchGate,10.13140/rg.2.2.14844.69767,2020-04-11,Lopinavir/Ritonavir and COVID-19,NA
ResearchGate,10.13140/rg.2.2.34328.55042,2020-04-04,Management du risque majeur d'épidémie Coronavirus,NA
ResearchGate,10.13140/rg.2.2.12643.50726,2020-03-26,Management strategies in a SEIR model of COVID-19 community spread,NA
ResearchGate,10.13140/rg.2.2.22383.79525,2020-03-12,Mapping the incidence of the COVID-19 hotspot in Iran – Implications for Travellers,NA
ResearchGate,10.13140/rg.2.2.21087.82080,2020-04-03,Masa depan kota pasca wabah Covid-19,NA
ResearchGate,10.13140/rg.2.2.21543.29604,2020-03-24,Mathematical modeling of the spread of the coronavirus disease 2019 (COVID-19) taking into account the undetected infections. The case of China,NA
ResearchGate,10.13140/rg.2.2.17073.74089,2020-03-27,Maxillofacial Plastic and Reconstructive Surgery Being a Front-Line Dentist during the Covid-19 Pandemic: A Literature Review --Manuscript Draft-- Manuscript Number: MPRS-D-20-00018R1 Full Title: Being a Front-Line Dentist during the Covid-19 Pandemic: A Literature Review,NA
ResearchGate,10.13140/rg.2.2.11980.77445,2020-04-08,Measuring social media attention of scientific research on Novel Coronavirus Disease 2019 (COVID-19): An investigation on article-level metrics data of Dimensions,NA
ResearchGate,10.13140/rg.2.2.26116.88969,2020-04-11,Merkle and Binary Tree Inspired Method for Accelerated COVID-19 Testing: A Concept,NA
ResearchGate,10.13140/rg.2.2.19577.21608,2020-03-25,"Microvita and the Coronavirus Pandemic, Part II (text)",NA
ResearchGate,10.13140/rg.2.2.35092.86409,2020-03-29,"Microvita and the Coronavirus Pandemic, Part III (text)",NA
ResearchGate,10.13140/rg.2.2.14822.57926,2020-04-04,"Microvita and the Coronavirus Pandemic, Part IV (text)",NA
ResearchGate,10.13140/rg.2.2.22545.17767,2020-04-07,"Minuta de situación del COVID-19 en la Región Metropolitana, Chile",NA
ResearchGate,10.13140/rg.2.2.33474.12480,2020-04-02,Model studies on the COVID-19 pandemic in Sweden,NA
ResearchGate,10.13140/rg.2.2.17260.51842,2020-04-03,Modèle stochastique pour la propagation du virus Covid-19: note de vulgarisation,NA
ResearchGate,10.13140/rg.2.2.11427.81444,2020-04-01,Modeling and Predictions for COVID 19 Spread in India,NA
ResearchGate,10.13140/rg.2.2.18273.04966,2020-03-23,Modeling of COVID-19 Infection per 1 Million Population in Indonesia,NA
ResearchGate,10.13140/rg.2.2.24489.13924,2020-03-30,Modeling the Macroeconomic Impacts of COVID-19: 10 Worst-Hit Countries,NA
ResearchGate,10.13140/rg.2.2.35731.84005/1,2020-03-24,Modelo de la epidemia de COVID-19 en Colombia - La importancia de la cuarentena,NA
ResearchGate,10.13140/rg.2.2.23247.23201,2020-03-24,Modelo SIR de la epidemia de COVID-19 en Colombia - Proyección según diversos escenarios,NA
ResearchGate,10.13140/rg.2.2.24964.27525/1,2020-04-07,MOLECULAR LAND SCAPE OF THE SARS-Cov-2 Disease,NA
ResearchGate,10.13140/rg.2.2.21874.25287/1,2020-04-03,NATO Science and Technology Organization NATO COVID Tasking -S&amp;T Response Special Report Drastic times -drastic means: Digital monitoring and surveillance in the prevention of COVID-19 by Brigadier-General Glen Segell (DPhil),NA
ResearchGate,10.13140/rg.2.2.17806.92481,2020-04-12,NATURAL PEPTIDES VERSUS COVID-19: INFORMATION FOR CONSIDERATION,NA
ResearchGate,10.13140/rg.2.2.16618.26565,2020-04-01,Need to test Azithromycin as first-line therapy for Covid-19,NA
ResearchGate,10.13140/rg.2.2.11798.09281,2020-03-21,Negative mental health effects of COVID-19 pandemic and panic,NA
ResearchGate,10.13140/rg.2.2.19947.49445,2020-04-02,Novel Coronavirus 2019-nCoV Selectivity and Activity against Asians or Europeans: Mini Review,NA
ResearchGate,10.13140/rg.2.2.29387.13607,2020-04-08,Novel Coronavirus COVID-19 Strike on Arab Countries and Territories: A Situation Report II,NA
ResearchGate,10.13140/rg.2.2.24790.60486,2020-03-27,Novel Coronavirus: Hypothesis of Treatment with SIRT1 Inhibitors | CoVid-19: Ipotesi di Trattamento con SIRT1 Inibitori,NA
ResearchGate,10.13140/rg.2.2.11932.85124,2020-02-19,Nowcasting and Forecasting the Spreading of Novel Coronavirus 2019-nCoV and its Association With Weather Variables in 30 Chinese Provinces: A Case Study,NA
ResearchGate,10.13140/rg.2.2.26694.42562,2020-03-26,OIL MARKETS AT INFLECTING POINT AMID THE CORONAVIRUS OUTBREAK CORONAVIRUS OUTBREAK,NA
ResearchGate,10.13140/rg.2.2.24290.89282,2020-03-09,"Old Drugs for Newly Emerging Viral Disease, COVID-19: Bioinformatic Prospective",NA
ResearchGate,10.13140/rg.2.2.13372.59529/3,2020-03-28,On the COVID-19 Epidemic Outbreak,NA
ResearchGate,10.13140/rg.2.2.15712.23041,2020-03-17,On the reduction of COVID-19 associated case fatality rate: reckoning of a physicist,NA
ResearchGate,10.13140/rg.2.2.35564.72329,2020-03-29,Optimizing Health Facilities Allocation for COVID-19 Management Using Social Vulnerability Index and Spatial Data Analysis,NA
ResearchGate,10.13140/rg.2.2.12662.34886,2020-04-08,Os Efeitos do COVID-19 em Moçambique: A Economia em Ponto Morto,NA
ResearchGate,10.13140/rg.2.2.34512.87042,2020-03-20,Our best hope for avoiding a pandemic lost its funding months before COVID-19,NA
ResearchGate,10.13140/rg.2.2.17931.44322,2020-04-07,"Out of the coronavirus crisis, a new kind of urban planning must be born - Post pandemic urban and regional planning and the lessons that can be learned from Coronavirus pandemic 2020",NA
ResearchGate,10.13140/rg.2.2.14258.96966,2020-04-01,Pakistan's Response to COVID-19 Pandemic and Efficacy of Quarantine and Partial Lockdown: A Review,NA
ResearchGate,10.13140/rg.2.2.27158.91201,2020-04-07,"PANDEMIC OR INFODEMIC ?- A DISCOURSE ON THE POST TRUTH NARRATIONS OF FAKE NEWS, PROPAGANDA AND DISINFORMATION DURING COVID-19",NA
ResearchGate,10.13140/rg.2.2.21264.76800,2020-03-31,PANIC BUYING IN HUNGARY DURING COVID-19 DISEASE,NA
ResearchGate,10.13140/rg.2.2.35705.62567,2020-03-21,Particulate does matter: is Covid-19 another air pollution related disease?,NA
ResearchGate,10.13140/rg.2.2.14114.79045,2020-04-03,Pioglitazone treatment for the COVID-19-associated cytokine storm,NA
ResearchGate,10.13140/rg.2.2.33662.54089,2020-03-11,Plasminogen improves lung lesions and hypoxemia in patients with COVID-19,NA
ResearchGate,10.13140/rg.2.2.18331.21287,2020-04-12,Police and National Guard Helping the Community on the COVID 19 Crises,NA
ResearchGate,10.13140/rg.2.2.11397.50406,2020-04-10,Possibilities of exponential or Sigmoid growth of Covid19 data in different states of India,NA
ResearchGate,10.13140/rg.2.2.23613.41448,2020-04-10,Possible human alveoli to alveoli transmission mechanism for Covid-19 under quiet normal breathing conditions,NA
ResearchGate,10.13140/rg.2.2.34552.19205,2020-03-21,Possible plant based medicines and phytochemicals to be cure for deadly coronavirus covid 19,NA
ResearchGate,10.13140/rg.2.2.19996.64642,2020-03-25,Post-Covid19 Pandemic Period; Health Tourism Predictions,NA
ResearchGate,10.13140/rg.2.2.29899.54569,2020-02-07,Potential 2019-nCoV 3C-like protease inhibitors designed using generative deep learning approaches,NA
ResearchGate,10.13140/rg.2.2.28124.74882,2020-03-15,Potential dual therapeutic approach against SARS-CoV-2/COVID-19 with Nitazoxanide and Hydroxychloroquine,NA
ResearchGate,10.13140/rg.2.2.28295.14249,2020-03-17,Practices and methods for Prevention of widespread of COVID19- at individual and community level.version 5.1,NA
ResearchGate,10.13140/rg.2.2.17177.77928,2020-04-12,Prakiraan Kasus COVID-19 diluar Jawa dan Sumatera: Potensi Dampak terhadap Kondisi Kalimantan Timur,NA
ResearchGate,10.13140/rg.2.2.18275.09761,2020-01-31,Preliminary Bioinformatics Studies on the Design of Synthetic Vaccines and Preventative Peptidomimetic Antagonists against the Wuhan Seafood Market Coronavirus. Possible Importance of the KRSFIEDLLFNKV Motif,NA
ResearchGate,10.13140/rg.2.2.15218.25282,2020-04-06,Preliminary Study COVID-19 Screening with Deep Learning Corona Virus Disease (COVID-19) Screening with Deep Learning Using CT Images,NA
ResearchGate,10.13140/rg.2.2.12356.78725,2020-03-17,Preparación y Control de la Enfermedad por Coronavirus 2019 (COVID-19) en América Latina,NA
ResearchGate,10.13140/rg.2.2.35607.32163,2020-03-25,PREPARATION METHODS OF SURGICAL AND NON SURGICAL MASK: COVID-19 ENGULF THE WORLD PEOPLES: SHORTAGE OF MASK FOR OUR HEALTH CARE PROFESSIONAL,NA
ResearchGate,10.13140/rg.2.2.11149.28640,2020-03-27,"Press release: Coronavirus COVID-19, Influenza, SARS, Air Pollution, Seasonality, Climate (in Russian)",NA
ResearchGate,10.13140/rg.2.2.15563.13606,2020-03-27,PROBLEMS OF CORONAVIRUS PATHOGENESIS AND MEDICATIONS ACTUALLY USED,NA
ResearchGate,10.13140/rg.2.2.15140.42883,2020-03-18,"Proceso Enfermero en la infección por COVID-19: y entonces, ¿Cómo procedemos?",NA
ResearchGate,10.13140/rg.2.2.16460.97922,2020-04-01,Protocolo de atención para COVID-19 (SARS-CoV-2) de la Sociedad Mexicana de Medicina de Emergencias,NA
ResearchGate,10.13140/rg.2.2.10248.16644,2020-04-02,Proyeksi Penderita COVID-19 di Kalimantan Timur: Implikasi dan Rekomendasi,NA
ResearchGate,10.13140/rg.2.2.32556.62089,2020-04-01,Proyeksi Penderita COVID-19 Kalimantan Timur,NA
ResearchGate,10.13140/rg.2.2.22362.49602,2020-03-23,"Psychological Correlates of News Monitoring, Social Distancing, Disinfecting, and Hoarding Behaviors among US Adolescents during the COVID-19 Pandemic",NA
ResearchGate,10.13140/rg.2.2.34348.21128,2020-04-10,Quando a Epidemiologia Encontra a Moderna Fenomenologia de Cinética Química: Efeito das Estratégias de Controle de Difusão da Pandemia Causada pela COVID-19,NA
ResearchGate,10.13140/rg.2.2.11753.85600,2020-03-16,Quantifying undetected COVID-19 cases and effects of containment measures in Italy,NA
ResearchGate,10.13140/rg.2.2.35844.88961,2020-03-17,R. Rogers COVID -19 Instructional Tutorials and Resources,NA
ResearchGate,10.13140/rg.2.2.26379.03367,2020-04-10,"REAL-TIME DATA ANALYTICS AND PREDICTION OF THE COVID-19 PANDEMIC (PERIOD TO APRIL 10TH, 2020)",NA
ResearchGate,10.13140/rg.2.2.36777.13921,2020-04-02,"REAL-TIME DATA ANALYTICS AND PREDICTION OF THE COVID-19 PANDEMIC (PERIOD TO APRIL 2ND, 2020)",NA
ResearchGate,10.13140/rg.2.2.33995.13607,2020-03-25,"REAL-TIME DATA ANALYTICS AND PREDICTION OF THE COVID-19 PANDEMIC (PERIOD TO MARCH 22TH, 2020)",NA
ResearchGate,10.13140/rg.2.2.12574.69444,2020-03-28,"REAL-TIME DATA ANALYTICS AND PREDICTION OF THE COVID-19 PANDEMIC (PERIOD TO MARCH 26TH, 2020)",NA
ResearchGate,10.13140/rg.2.2.19285.58080,2020-03-28,"REAL-TIME DATA ANALYTICS AND PREDICTION OF THE COVID-19 PANDEMIC (PERIOD TO MARCH 28TH, 2020)",NA
ResearchGate,10.13140/rg.2.2.20428.36489,2020-04-12,Real-time forecasts and risk assessment of novel coronavirus (COVID-19) cases: A data-driven analysis,NA
ResearchGate,10.13140/rg.2.2.27561.13920,2020-03-17,Real-Time Weakness of the Global Economy: A First Assessment of the Coronavirus Crisis,NA
ResearchGate,10.13140/rg.2.2.28587.59688,2020-04-06,Réflexions sur le COVID 230320,NA
ResearchGate,10.13140/rg.2.2.28338.56001,2020-04-08,Regression Polynomial Analysis of the Covid19 epidemics: some initial findings,NA
ResearchGate,10.13140/rg.2.2.22319.89769,2020-04-04,RELATION BETWEEN COVID 19 AND 5G TELECOMUNICATION 4TH APRIL 2020,NA
ResearchGate,10.13140/rg.2.2.36674.73929/1,2020-04-08,Relaxing quarantine after an epidemic: A mathematical study of the Spanish COVID-19 case,NA
ResearchGate,10.13140/rg.2.2.27067.16160,2020-04-06,Report on the forecast of cumulative COVID-19 cases in Mexico,NA
ResearchGate,10.13140/rg.2.2.30212.88967,2020-04-06,Repurposing Dupilumab May Treat Advanced COVID-19 Pa- tients With Severe Acute Respi- ratory Syndrome By Mitigating Cytokine Storm,NA
ResearchGate,10.13140/rg.2.2.32156.85123,2020-03-29,Respiratory protection for healthy people during COVID-19 pandemic -a quick summary of the scientific basis of current guidelines,NA
ResearchGate,10.13140/rg.2.2.26137.36963,2020-03-23,Responding to COVID-19 Through Socialist(ic) Measures: A Preliminary Review,NA
ResearchGate,10.13140/rg.2.2.17870.00328,2020-03-28,Retropharyngeal infection in Covid-19 patient cardiac injury,NA
ResearchGate,10.13140/rg.2.2.35007.66720,2020-04-03,REVIEW OF ENERGY SAVING STRATEGIES AND CONSIDERATIONS AT THE DOMESTIC LEVEL COVID-19 TIME,NA
ResearchGate,10.13140/rg.2.2.36000.53766,2020-03-27,Risk communication at the time of Coronavirus: are we washing our hand of COVID-19?,NA
ResearchGate,10.13140/rg.2.2.28542.54088,2020-03-25,Risk Management of Terrorist Conflict and in South Africa with Covid 19,NA
ResearchGate,10.13140/rg.2.2.27945.34408,2020-04-07,Robust inference for nonlinear regression models from the Tsallis score: application to Covid-19 contagion in Italy,NA
ResearchGate,10.13140/rg.2.2.26274.17601,2020-04-11,"Roma 18, el Covid-19 en el México sin cubrebocas",NA
ResearchGate,10.13140/rg.2.2.19603.43046,2020-03-24,Safe Haven or Risky Hazard? Bitcoin during the Covid-19 Bear Market,NA
ResearchGate,10.13140/rg.2.2.30118.68162,2020-04-02,SARS-CoV-2 agente del genocidio capitalista,NA
ResearchGate,10.13140/rg.2.2.35430.37443,2020-03-19,SARS-CoV-2 and Coronavirus Disease 2019: What We Know So Far,NA
ResearchGate,10.13140/rg.2.2.36635.41765,2020-04-05,Saving Lives vs. Saving Dollars -The Acceptable Loss For COVID-19,NA
ResearchGate,10.13140/rg.2.2.23158.75843,2020-04-04,"Search for trends of Covid-19 infection in India, China, Denmark, Brazil, France. Germany and the USA on the basis of power law scaling",NA
ResearchGate,10.13140/rg.2.2.11041.15201,2020-03-31,SEIR epidemic mathematical models may underestimate the peak of the curve for infected individuals in the COVID-19 epidemic,NA
ResearchGate,10.13140/rg.2.2.35338.62402,2020-03-22,Siapkah Dokter menghadapi Pandemi akibat Covid-19,NA
ResearchGate,10.13140/rg.2.2.35244.00648,2020-02-24,SIR Model-based Prediction of Infected Population of Coronavirus in Hubei Province,NA
ResearchGate,10.13140/rg.2.2.28804.68488,2020-03-25,SIR Model for COVID-19 calibrated with existing data and projected for Colombia,NA
ResearchGate,10.13140/rg.2.2.10772.45442,2020-04-02,Six Policy Ideas for Coping with the COVID-19 Pandemic,NA
ResearchGate,10.13140/rg.2.2.17033.60006,2020-04-09,Some fractal thoughts about the COVID-19 infection outbreak,NA
ResearchGate,10.13140/rg.2.2.13832.98561,2020-03-28,Stabilization of the coronavirus pandemic in Italy and global prospects,NA
ResearchGate,10.13140/rg.2.2.32953.52322,2020-02-10,Statistics based predictions of coronavirus 2019-nCoV spreading in mainland China,NA
ResearchGate,10.13140/rg.2.2.10965.78569,2020-03-26,"Stem Cells, Part of the Innate and Adaptive Immune Systems, as an Antimicrobial for Coronavirus Covid-19",NA
ResearchGate,10.13140/rg.2.2.36028.39041,2020-03-16,Stop COVID-19 with Air Spray of a Hypochlorite Solution,NA
ResearchGate,10.13140/rg.2.2.34899.53285,2020-03-27,Stop the Plague COVID-19 27-3-2020,NA
ResearchGate,10.13140/rg.2.2.21431.06568,2020-04-05,Strategic method of corona viruses (including Covid-19) prevention in the population of homo,NA
ResearchGate,10.13140/rg.2.2.17027.86564,2020-03-19,Strategies to beat CORONA and Quarantine COVID19(ver.1),NA
ResearchGate,10.13140/rg.2.2.32163.40485,2020-04-02,SUGERENCIA: PLAN DE ACCION ESTRATEGICO Y MEDIDAS DE RESPUESTA COVID-19,NA
ResearchGate,10.13140/rg.2.2.22795.03369,2020-03-18,Supersaturation in the Airways and Covid-19: New Way to Understand?,NA
ResearchGate,10.13140/rg.2.2.23344.71688,2020-04-06,SUSD1: A CANDIDATE GENE FOR COVID-19 SEVERITY,NA
ResearchGate,10.13140/rg.2.2.29230.66882,2020-03-23,TEACHING IN A TIME OF TROUBLES: HOW ARE TEACHERS COPING WITH CORONAVIRUS?,NA
ResearchGate,10.13140/rg.2.2.11508.91524,2020-04-08,"The active-site engineered ""inactive hrsACE2"" could be considered as a safer therapeutic agent in the treatment of COVID-19 (Letter to The Editor)",NA
ResearchGate,10.13140/rg.2.2.22722.12486/1,2020-04-10,The Application of COVID-19 National Respond Index (CNR- Index) under Country Level,NA
ResearchGate,10.13140/rg.2.2.19528.47361/2,2020-02-24,The Application of the 2019-nCoV Global Economic Impact Simulator (the 2019-nCoV-GEI-Simulator) in China,NA
ResearchGate,10.13140/rg.2.2.36556.77449,2020-04-06,The Budget Process as Watering a Garden: #COVID19PH Citizens' Budget Tracker Working Paper as of 6 April 2020,NA
ResearchGate,10.13140/rg.2.2.31018.98240,2020-04-12,The Chain Reaction of Covid-19,NA
ResearchGate,10.13140/rg.2.2.21346.68808,2020-03-25,The Construction Industry during Coronavirus Pandemic: A Story from the Battlefield,NA
ResearchGate,10.13140/rg.2.2.27731.53288,2020-03-13,The Coronavirus and the American Reality,NA
ResearchGate,10.13140/rg.2.2.29066.82887,2020-03-25,The coronavirus pandemic and the health and economic crisis,NA
ResearchGate,10.13140/rg.2.2.12721.33124,2020-04-12,"The Coronavirus SARS-CoV-2 Infection. Information and Recommendations (2) - updated April 10, 2020",NA
ResearchGate,10.13140/rg.2.2.22142.95047,2020-03-29,"The covid-19 information-thermodynamic model of the pandemic, the Universal information variation principle of system development, and a recommendation for getting out of a problem situation. Attempt to make a theoretical understanding of the problem",NA
ResearchGate,10.13140/rg.2.2.11175.50088,2020-03-26,THE DOCTORS AND THE CORONAVIRUS - A TALE OF SCIENCE FICTION?,NA
ResearchGate,10.13140/rg.2.2.29111.88484,2020-04-06,The Economy after COVID-19,NA
ResearchGate,10.13140/rg.2.2.24500.60801,2020-03-09,"The Evaluation of the Final Impact of Wuhan COVID-19 on Trade, Tourism, Transport, and Electricity Consumption of China",NA
